name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Hyperbaric Treatments","hyperbaric treatments","Hyperbaric treatments are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hyperbaric treatments are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hyperbaric-treatments","hsastore","2026-06-07T22:11:28.669Z"
"Hypnosis","hypnosis","Hypnosis with a Letter of Medical Necessity (LMN) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Hypnosis is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/hypnosis","hsastore","2026-06-07T22:11:28.669Z"
"Hysterectomy","hysterectomy","A hysterectomy is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). A hysterectomy is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hysterectomy","hsastore","2026-06-07T22:11:28.669Z"
"Ibuprofen","ibuprofen","Ibuprofen is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Ibuprofen is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Pain Relief","https://hsastore.com/hsa-eligibility-list/i/ibuprofen","hsastore","2026-06-07T22:11:28.669Z"
"Ileostomy Supplies","ileostomy supplies","Ileostomy supplies are eligible for reimbursement with a prescription with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). Ileostomy supplies are not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/i/ileostomy-supplies","hsastore","2026-06-07T22:11:28.669Z"
"Illegal Operations and Treatments","illegal operations and treatments","Illegal operations and treatments in violation of federal law are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/i/illegal-operations-and-treatments","hsastore","2026-06-07T22:11:28.669Z"
"Immunizations","immunizations","Immunizations are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Immunizations are not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/immunizations","hsastore","2026-06-07T22:11:28.669Z"
"Immunotherapy","immunotherapy","Immunotherapy is an eligible medical treatment with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Immunotherapy reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/immunotherapy","hsastore","2026-06-07T22:11:28.669Z"
"Impotence Medicines and Treatments","impotence medicines and treatments","Impotence medicines and treatments are eligible with a prescription for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Impotence medicines and treatments are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/i/impotence-medicines-and-treatments","hsastore","2026-06-07T22:11:28.669Z"
"In Vitro Fertilization (IVF)","in vitro fertilization ivf","In vitro fertilization expenses for an account holder or qualified dependent are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). In vitro fertilization reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/in-vitro-fertilization-ivf","hsastore","2026-06-07T22:11:28.669Z"
"Inclinator","inclinator","An inclinator with a Letter of Medical Necessity (LMN) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). An inclinator is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/i/inclinator","hsastore","2026-06-07T22:11:28.669Z"
"Incontinence Supplies","incontinence supplies","Incontinence supplies are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Incontinence supplies are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Incontinence Products","https://hsastore.com/hsa-eligibility-list/i/incontinence-supplies","hsastore","2026-06-07T22:11:28.669Z"
"Indigestion Treatment","indigestion treatment","Indigestion treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Indigestion treatment is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Digestive Health","https://hsastore.com/hsa-eligibility-list/i/indigestion-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Individual Insurance Premiums","individual insurance premiums","Individual insurance premiums are not eligible with an FSA, but may be eligible with a health reimbursement arrangement (HRA) and are eligible with a health savings account (HSA) unless already paid for with pre-tax dollars. Individual insurance premiums reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/i/individual-insurance-premiums","hsastore","2026-06-07T22:11:28.669Z"
"Infant Formula","infant formula","Infant formula is typically not eligible for reimbursement with flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). In rare circumstances, when there is a medical condition that requires use a specific type of formula, administrators may or may not reimburse the difference in cost with a Letter of Medical Necessity (LMN). Infant formula is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/i/infant-formula","hsastore","2026-06-07T22:11:28.669Z"
"Infertility Treatment","infertility treatment","Infertility treatment reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) and a health reimbursement arrangement (HRA). Infertility treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/infertility-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Injection Snoreplasty","injection snoreplasty","An injection snoreplasty is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). An injection snoreplasty is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/injection-snoreplasty","hsastore","2026-06-07T22:11:28.669Z"
"Inpatient hospitalization services","inpatient hospitalization services","Inpatient hospitalization services reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Inpatient hospitalization services reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/inpatient-hospitalization-services","hsastore","2026-06-07T22:11:28.669Z"
"Insect Bite Creams and Ointments","insect bite creams and ointments","Insect bite creams and ointments are eligible over-the-counter (OTC) medications with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Insect bite creams and ointments reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/i/insect-bite-creams-and-ointments","hsastore","2026-06-07T22:11:28.669Z"
"Insect Repellent","insect repellent","Insect repellent is not currently eligible unless it is combined with sunscreen SPF 15 or greater and the primary purpose is sun protection. Insect repellent reimbursement is not eligible with a flexible spending account (FSA), limited-purpose flexible spending account (LPFSA), dependent care flexible spending account (DCFSA), health savings account (HSA) or health reimbursement arrangement (HRA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/i/insect-repellent","hsastore","2026-06-07T22:11:28.669Z"
